1	1373795	1373932	AIP	1408.598540	137	137	1.000000
1	1373942	1374491	AIP	1631.023679	549	549	1.000000
1	1374665	1374816	AIP	1717.192053	151	151	1.000000
1	11674723	11674869	MAD2L2	1374.253425	146	146	1.000000
1	11675046	11675196	MAD2L2	1188.700000	150	150	1.000000
1	11675614	11675764	MAD2L2	1324.360000	150	150	1.000000
1	11676014	11676162	MAD2L2	1351.743243	148	148	1.000000
1	11676841	11676983	MAD2L2	644.887324	142	142	1.000000
1	11677507	11677642	MAD2L2	1177.214815	135	135	1.000000
1	11680313	11680512	MAD2L2	1812.361809	199	199	1.000000
1	11680525	11680664	MAD2L2	1728.827338	139	139	1.000000
1	17018839	17018976	SDHB	736.992701	137	137	1.000000
1	17022553	17022766	SDHB	902.910798	213	213	1.000000
1	17023942	17024094	SDHB	743.519737	152	152	1.000000
1	17027689	17027894	SDHB	752.175610	205	205	1.000000
1	17028579	17028785	SDHB	826.281553	206	206	1.000000
1	17033023	17033158	SDHB	561.814815	135	135	1.000000
1	17044714	17044914	SDHB	661.790000	200	200	1.000000
1	17053915	17054060	SDHB	77.000000	145	145	1.000000
1	19975657	19975859	PLA2G2A	1097.544554	202	202	1.000000
1	19977990	19978124	PLA2G2A	944.291045	134	134	1.000000
1	19978339	19978548	PLA2G2A	927.081340	209	209	1.000000
1	19978667	19978819	PLA2G2A	1272.572368	152	152	1.000000
1	23691749	23691886	RPL11	1023.642336	137	137	1.000000
1	23692588	23692790	RPL11	1037.400990	202	202	1.000000
1	23693803	23693944	RPL11	1115.510638	141	141	1.000000
1	23694545	23694666	RPL11	1557.892562	121	121	1.000000
1	23694722	23694843	RPL11	1036.528926	121	121	1.000000
1	23695658	23695825	RPL11	1402.604790	167	167	1.000000
1	23695843	23695965	RPL11	1361.754098	122	122	1.000000
1	23696354	23696477	RPL11	1426.406504	123	123	1.000000
1	33010755	33010905	AK2	854.033333	150	150	1.000000
1	33012051	33012186	AK2	1218.074074	135	135	1.000000
1	33013144	33013274	AK2	1298.353846	130	130	1.000000
1	33013323	33013450	AK2	1229.566929	127	127	1.000000
1	33014477	33014624	AK2	1177.585034	147	147	1.000000
1	33021240	33021406	AK2	1487.945783	166	166	1.000000
1	33021435	33021565	AK2	1566.669231	130	130	1.000000
1	33021613	33021796	AK2	1477.300546	183	183	1.000000
1	33024361	33024611	AK2	1294.060000	250	250	1.000000
1	33036660	33036929	AK2	2208.836431	269	269	1.000000
1	36466069	36466203	CSF3R	1571.649254	134	134	1.000000
1	36466323	36466954	CSF3R	1722.090333	631	631	1.000000
1	36467200	36467351	CSF3R	1168.529801	151	151	1.000000
1	36467523	36467662	CSF3R	1422.892086	139	139	1.000000
1	36467805	36468266	CSF3R	1728.557484	461	461	1.000000
