1	1373795	1373932	AIP	1633.795620	137	137	1.000000
1	1373942	1374491	AIP	1821.663024	549	549	1.000000
1	1374665	1374816	AIP	1809.589404	151	151	1.000000
1	11674723	11674869	MAD2L2	1450.363014	146	146	1.000000
1	11675046	11675196	MAD2L2	1303.980000	150	150	1.000000
1	11675614	11675764	MAD2L2	1433.600000	150	150	1.000000
1	11676014	11676162	MAD2L2	1560.655405	148	148	1.000000
1	11676841	11676983	MAD2L2	693.922535	142	142	1.000000
1	11677507	11677642	MAD2L2	1279.407407	135	135	1.000000
1	11680313	11680512	MAD2L2	1953.326633	199	199	1.000000
1	11680525	11680664	MAD2L2	1705.690647	139	139	1.000000
1	17018839	17018976	SDHB	752.452555	137	137	1.000000
1	17022553	17022766	SDHB	995.995305	213	213	1.000000
1	17023942	17024094	SDHB	841.026316	152	152	1.000000
1	17027689	17027894	SDHB	816.014634	205	205	1.000000
1	17028579	17028785	SDHB	1090.053398	206	206	1.000000
1	17033023	17033158	SDHB	620.911111	135	135	1.000000
1	17044714	17044914	SDHB	1072.340000	200	200	1.000000
1	17053915	17054060	SDHB	85.275862	145	145	1.000000
1	19975657	19975859	PLA2G2A	1140.148515	202	202	1.000000
1	19977990	19978124	PLA2G2A	1121.037313	134	134	1.000000
1	19978339	19978548	PLA2G2A	1046.650718	209	209	1.000000
1	19978667	19978819	PLA2G2A	1426.717105	152	152	1.000000
1	23691749	23691886	RPL11	1193.532847	137	137	1.000000
1	23692588	23692790	RPL11	1224.277228	202	202	1.000000
1	23693803	23693944	RPL11	1316.283688	141	141	1.000000
1	23694545	23694666	RPL11	1673.727273	121	121	1.000000
1	23694722	23694843	RPL11	1261.305785	121	121	1.000000
1	23695658	23695825	RPL11	1595.706587	167	167	1.000000
1	23695843	23695965	RPL11	1466.483607	122	122	1.000000
1	23696354	23696477	RPL11	1586.536585	123	123	1.000000
1	33010755	33010905	AK2	919.793333	150	150	1.000000
1	33012051	33012186	AK2	1463.911111	135	135	1.000000
1	33013144	33013274	AK2	1459.953846	130	130	1.000000
1	33013323	33013450	AK2	1355.102362	127	127	1.000000
1	33014477	33014624	AK2	1315.625850	147	147	1.000000
1	33021240	33021406	AK2	1762.975904	166	166	1.000000
1	33021435	33021565	AK2	1882.992308	130	130	1.000000
1	33021613	33021796	AK2	1655.000000	183	183	1.000000
1	33024361	33024611	AK2	1448.160000	250	250	1.000000
1	33036660	33036929	AK2	2384.929368	269	269	1.000000
1	36466069	36466203	CSF3R	1701.134328	134	134	1.000000
1	36466323	36466954	CSF3R	1903.695721	631	631	1.000000
1	36467200	36467351	CSF3R	1211.874172	151	151	1.000000
1	36467523	36467662	CSF3R	1448.992806	139	139	1.000000
1	36467805	36468266	CSF3R	1925.746204	461	461	1.000000
1	36469143	36469286	CSF3R	1688.979021	143	143	1.000000
1	36469585	36469884	CSF3R	1312.548495	299	299	1.000000
1	36471396	36471693	CSF3R	1627.393939	297	297	1.000000
1	36472025	36472163	CSF3R	1684.471014	138	138	1.000000
1	36472188	36472739	CSF3R	1290.381125	551	551	1.000000
1	36473397	36473943	CSF3R	2047.836996	546	546	1.000000
1	36475344	36475725	CSF3R	1317.900262	381	381	1.000000
1	36479402	36479543	CSF3R	1829.957447	141	141	1.000000
1	43337830	43337973	MPL	1120.391608	143	143	1.000000
1	43338062	43338266	MPL	1436.651961	204	204	1.000000
1	43338513	43338728	MPL	1110.962791	215	215	1.000000
1	43339222	43339607	MPL	1435.748052	385	385	1.000000
1	43339948	43340162	MPL	1115.411215	214	214	1.000000
1	43340334	43340538	MPL	1134.671569	204	204	1.000000
1	43346413	43346954	MPL	1721.911275	541	541	1.000000
1	43348829	43349024	MPL	1256.492308	195	195	1.000000
