17	41196312	41197819	BRCA1	120560	1507	1507	1.0000000
17	41215349	41215390	BRCA1	3280	41	41	1.0000000
17	41219625	41219712	BRCA1	6960	87	87	1.0000000
17	41222944	41223255	BRCA1	24880	311	311	1.0000000
17	41226347	41226538	BRCA1	15280	191	191	1.0000000
13	32885339	32885493	BRCA2	13860	154	154	1.0000000
13	32889617	32889804	BRCA2	16830	187	187	1.0000000
13	32890559	32890664	BRCA2	9450	105	105	1.0000000
13	32893213	32893462	BRCA2	22500	250	250	1.0000000
17	7669608	7669690	TP53	12300	82	82	1.0000000
17	7674220	7674893	TP53	100950	673	673	1.0000000
17	7676381	7676592	TP53	31650	211	211	1.0000000
17	7677539	7677608	TP53	10350	69	69	1.0000000
3	37034841	37035136	MLH1	4425	295	210	0.7118644
3	37006994	37007325	MLH1	4965	331	230	0.6948640
3	37000453	37000636	MLH1	2745	183	140	0.7650273
10	89683081	89683274	PTEN	21230	193	193	1.0000000
10	89692905	89693113	PTEN	22880	208	208	1.0000000
10	89711874	89712012	PTEN	15180	138	138	1.0000000
9	139386136	139386376	NOTCH2	20400	240	240	1.0000000
9	139388896	139389149	NOTCH2	21505	253	253	1.0000000
9	139391259	139391502	NOTCH2	20655	243	243	1.0000000
