17	41196312	41197819	BRCA1	226050	1507	1507	1.0000000
17	41215349	41215390	BRCA1	5740	41	41	1.0000000
17	41219625	41219712	BRCA1	13920	87	87	1.0000000
17	41222944	41223255	BRCA1	46650	311	311	1.0000000
17	41226347	41226538	BRCA1	28650	191	191	1.0000000
13	32885339	32885493	BRCA2	20020	154	154	1.0000000
13	32889617	32889804	BRCA2	24310	187	187	1.0000000
13	32890559	32890664	BRCA2	13650	105	105	1.0000000
13	32893213	32893462	BRCA2	32500	250	250	1.0000000
17	7669608	7669690	TP53	9840	82	82	1.0000000
17	7674220	7674893	TP53	80760	673	673	1.0000000
17	7676381	7676592	TP53	25320	211	211	1.0000000
17	7677539	7677608	TP53	8400	69	69	1.0000000
3	37034841	37035136	MLH1	23600	295	295	1.0000000
3	37006994	37007325	MLH1	26480	331	331	1.0000000
3	37000453	37000636	MLH1	14640	183	183	1.0000000
10	89683081	89683274	PTEN	23160	193	193	1.0000000
10	89692905	89693113	PTEN	24960	208	208	1.0000000
10	89711874	89712012	PTEN	16560	138	138	1.0000000
9	139386136	139386376	NOTCH2	28800	240	240	1.0000000
9	139388896	139389149	NOTCH2	30360	253	253	1.0000000
9	139391259	139391502	NOTCH2	29160	243	243	1.0000000
